"","dd","ca","pd","days","CR","CRC","C"
"403",2016-04-11,"NO CA",2016-03-15,27,0,0.0099009900990099,0.0198019801980198
"404",2016-04-11,"NO CA",2016-03-14,28,0,0,0
"405",2016-04-11,"NO CA",2016-03-14,28,0,0,0
"406",2016-04-11,"NO CA",2016-03-14,28,0.00952380952380952,0,0.00952380952380952
"407",2016-04-11,"NO CA",2016-03-14,28,0.0210526315789474,0,0.0210526315789474
"408",2016-04-11,"NO CA",2016-03-14,28,0.0212765957446809,0.0212765957446809,0.0638297872340427
"409",2016-04-11,"NO CA",2016-03-15,27,0.0303030303030303,0.0808080808080808,0.191919191919192
"410",2016-04-11,"CA",2016-03-12,30,0.00847457627118644,0,0.00847457627118644
"411",2016-04-11,"CA",2016-03-12,30,0.018348623853211,0.0275229357798165,0.073394495412844
"412",2016-04-11,"NO CA",2016-03-15,27,0,0.010752688172043,0.021505376344086
"413",2016-04-11,"NO CA",2016-03-16,26,0,0,0
"414",2016-04-11,"NO CA",2016-03-15,27,0.0283018867924528,0.0188679245283019,0.0660377358490566
"415",2016-04-11,"NO CA",2016-03-16,26,0.0618556701030928,0.0309278350515464,0.123711340206186
"416",2016-04-13,"NO CA",2016-03-17,27,0,0,0
"417",2016-04-13,"CA",2016-03-18,26,0.0078740157480315,0.015748031496063,0.0393700787401575
"418",2016-04-13,"CA",2016-03-17,27,0,0.019047619047619,0.038095238095238
"419",2016-04-13,"NO CA",2016-03-19,25,0.0462962962962963,0.12037037037037,0.287037037037036
"420",2016-04-13,"NO CA",2016-03-18,26,0.00909090909090909,0.0272727272727273,0.0636363636363637
"421",2016-04-13,"NO CA",2016-03-15,29,0,0.0102040816326531,0.0204081632653062
"422",2016-04-13,"NO CA",2016-03-16,28,0,0,0
"423",2016-04-13,"NO CA",2016-03-18,26,0,0,0
"424",2016-04-13,"NO CA",2016-03-17,27,0,0,0
"425",2016-04-13,"NO CA",2016-03-17,27,0,0,0
"426",2016-04-13,"NO CA",2016-03-18,26,0.0679611650485437,0.0776699029126214,0.223300970873786
"427",2016-04-13,"NO CA",2016-03-18,26,0,0,0
"428",2016-04-13,"NO CA",2016-03-17,27,0,0,0
"429",2016-04-13,"NO CA",2016-03-16,28,0,0,0
"430",2016-04-13,"NO CA",2016-03-18,26,0.0736842105263158,0.0105263157894737,0.0947368421052632
"431",2016-04-13,"NO CA",2016-03-17,27,0,0,0
"432",2016-04-18,"NO CA",2016-03-19,30,0,0,0
"433",2016-04-18,"NO CA",2016-03-21,28,0.0105263157894737,0.0105263157894737,0.0315789473684211
"434",2016-04-18,"NO CA",2016-03-23,26,0.00980392156862745,0,0.00980392156862745
"435",2016-04-18,"NO CA",2016-03-22,27,0,0,0
"436",2016-04-18,"NO CA",2016-03-23,26,0,0,0
"437",2016-04-18,"NO CA",2016-03-23,26,0,0,0
"438",2016-04-18,"NO CA",2016-03-24,25,0.128712871287129,0.0495049504950495,0.227722772277228
"439",2016-04-18,"NO CA",2016-03-20,29,0.00970873786407767,0.029126213592233,0.0679611650485437
"440",2016-04-20,"CA",2016-03-26,25,0,0,0
"441",2016-04-20,"CA",2016-03-21,30,0.0153846153846154,0.00769230769230769,0.0307692307692308
"442",2016-04-20,"CA",2016-03-19,32,0,0,0
"443",2016-04-20,"CA",2016-03-19,32,0,0.00917431192660551,0.018348623853211
"444",2016-04-20,"NO CA",2016-03-24,27,0.0476190476190476,0.019047619047619,0.0857142857142856
"445",2016-04-20,"NO CA",2016-03-22,29,0.0816326530612245,0.102040816326531,0.285714285714286
"446",2016-04-20,"CA",2016-03-22,29,0,0,0
"447",2016-04-20,"NO CA",2016-03-24,27,0.00970873786407767,0,0.00970873786407767
"448",2016-04-20,"NO CA",2016-03-23,28,0,0,0
"449",2016-04-20,"NO CA",2016-02-24,56,0,0.0103092783505155,0.020618556701031
"450",2016-04-20,"NO CA",2016-03-19,32,0,0,0
"451",2016-04-20,"NO CA",2016-03-19,32,0.0303030303030303,0.0101010101010101,0.0505050505050505
"452",2016-04-20,"NO CA",2016-03-27,24,0,0,0
"453",2016-04-20,"NO CA",2016-03-23,28,0.0408163265306122,0.0204081632653061,0.0816326530612244
"454",2016-04-20,"NO CA",2016-03-22,29,0,0,0
"455",2016-04-20,"NO CA",2016-03-22,29,0,0,0
"456",2016-04-20,"NO CA",2016-03-26,25,0,0,0
"457",2016-04-25,"NO CA",2016-03-29,27,0,0.00892857142857143,0.0178571428571429
"458",2016-04-25,"NO CA",2016-03-27,29,0,0,0
"459",2016-04-25,"NO CA",2016-03-26,30,0.0198019801980198,0,0.0198019801980198
"460",2016-04-25,"NO CA",2016-03-28,28,0,0,0
"461",2016-04-25,"NO CA",2016-03-29,27,0.00970873786407767,0,0.00970873786407767
"462",2016-04-25,"NO CA",2016-03-29,27,0,0.00943396226415094,0.0188679245283019
"463",2016-04-25,"NO CA",2016-03-27,29,0.02,0.02,0.06
"464",2016-04-25,"NO CA",2016-03-28,28,0,0,0
"465",2016-04-25,"CA",2016-03-26,30,0.00909090909090909,0,0.00909090909090909
"466",2016-04-25,"CA",2016-03-26,30,0,0.0413223140495868,0.0826446280991736
"467",2016-04-25,"NO CA",2016-03-28,28,0.0099009900990099,0,0.0099009900990099
"468",2016-04-25,"NO CA",2016-03-29,27,0,0,0
"469",2016-04-25,"NO CA",2016-03-29,27,0,0,0
"470",2016-04-25,"NO CA",2016-03-30,26,0.0202020202020202,0,0.0202020202020202
"471",2016-04-25,"NO CA",2016-03-30,26,0.0272727272727273,0.00909090909090909,0.0454545454545455
"472",2016-04-26,"NO CA",2016-03-28,29,0,0.018348623853211,0.036697247706422
"473",2016-04-26,"NO CA",2016-03-28,29,0,0,0
"474",2016-04-26,"NO CA",2016-03-28,29,0,0.245283018867925,0.49056603773585
"475",2016-04-26,"NO CA",2016-03-29,28,0,0,0
"476",2016-04-27,"CA",2016-03-30,28,0.0151515151515152,0.00757575757575758,0.0303030303030304
"477",2016-04-27,"CA",2016-03-31,27,0,0,0
"478",2016-04-27,"NO CA",2016-03-31,27,0,0.019047619047619,0.038095238095238
"479",2016-04-27,"CA",2016-04-02,25,0.0173913043478261,0.0347826086956522,0.0869565217391305
"480",2016-04-27,"CA",2016-04-03,24,0.016260162601626,0.016260162601626,0.048780487804878
"481",2016-04-27,"NO CA",2016-03-30,28,0,0,0
"482",2016-04-27,"NO CA",2016-03-30,28,0,0,0
"483",2016-04-27,"NO CA",2016-04-03,24,0,0,0
"484",2016-04-27,"NO CA",2016-03-29,29,0,0.0112359550561798,0.0224719101123596
"485",2016-04-27,"NO CA",2016-03-30,28,0.0194174757281553,0.00970873786407767,0.0388349514563106
"486",2016-04-27,"NO CA",2016-03-31,27,0,0,0
"487",2016-04-27,"NO CA",2016-03-13,45,0,0.0099009900990099,0.0198019801980198
"488",2016-04-27,"NO CA",2016-03-31,27,0.029126213592233,0.029126213592233,0.087378640776699
"489",2016-04-27,"NO CA",2016-03-31,27,0.0526315789473684,0.0421052631578947,0.136842105263158
"490",2016-05-02,"NO CA",2016-03-30,33,0.0396039603960396,0.0396039603960396,0.118811881188119
"491",2016-05-02,"NO CA",2016-04-03,29,0.0490196078431373,0.0294117647058824,0.107843137254902
"492",2016-05-02,"NO CA",2016-04-01,31,0,0,0
"493",2016-05-02,"NO CA",2016-04-02,30,0,0,0
"494",2016-05-02,"NO CA",2016-04-02,30,0,0.0101010101010101,0.0202020202020202
"495",2016-05-02,"NO CA",2016-04-04,28,0,0,0
"496",2016-05-02,"NO CA",2016-04-05,27,0,0,0
"497",2016-05-02,"NO CA",2016-04-04,28,0,0.0350877192982456,0.0701754385964912
"498",2016-05-02,"NO CA",2016-04-05,27,0.0101010101010101,0.0303030303030303,0.0707070707070707
"499",2016-05-02,"NO CA",2016-04-06,26,0.0309278350515464,0,0.0309278350515464
"500",2016-05-02,"NO CA",2016-04-06,26,0.00970873786407767,0.00970873786407767,0.029126213592233
"501",2016-05-02,"NO CA",2016-04-06,26,0,0,0
"502",2016-05-02,"CA",2016-04-07,25,0.0396825396825397,0.0555555555555556,0.150793650793651
"503",2016-05-02,"CA",2016-04-06,26,0,0,0
"504",2016-05-02,"NO CA",2016-04-07,25,0,0,0
"505",2016-05-04,"NO CA",2016-04-06,28,0.0384615384615385,0.00961538461538462,0.0576923076923077
"506",2016-05-04,"NO CA",2016-04-07,27,0,0,0
"507",2016-05-04,"NO CA",2016-04-07,27,0,0,0
"508",2016-05-04,"NO CA",2016-04-05,29,0,0,0
"509",2016-05-04,"NO CA",2016-04-06,28,0,0,0
"510",2016-05-04,"NO CA",2016-04-07,27,0,0,0
"511",2016-05-04,"NO CA",2016-04-04,30,0.0490196078431373,0.0294117647058824,0.107843137254902
"512",2016-05-04,"NO CA",2016-04-03,31,0.0186915887850467,0.0186915887850467,0.0560747663551401
"513",2016-05-04,"NO CA",2016-04-04,30,0.0102040816326531,0,0.0102040816326531
"514",2016-05-04,"NO CA",2016-04-04,30,0.0186915887850467,0.0186915887850467,0.0560747663551401
"515",2016-05-04,"NO CA",2016-04-07,27,0.00980392156862745,0,0.00980392156862745
"516",2016-05-04,"NO CA",2016-04-04,30,0,0,0
"517",2016-05-04,"NO CA",2016-04-05,29,0.0198019801980198,0.0198019801980198,0.0594059405940594
"518",2016-05-04,"NO CA",2016-04-08,26,0.00980392156862745,0,0.00980392156862745
"519",2016-05-06,"CA",2016-04-01,35,0.00847457627118644,0.00847457627118644,0.0254237288135593
"520",2016-05-06,"CA",2016-04-01,35,0,0,0
"521",2016-05-06,"NO CA",2016-04-03,33,0.02,0,0.02
"522",2016-05-06,"NO CA",2016-04-03,33,0.0229007633587786,0.00763358778625954,0.0381679389312977
"523",2016-05-06,"NO CA",2016-04-02,34,0.0769230769230769,0.0865384615384615,0.25
"524",2016-05-06,"NO CA",2016-04-01,35,0,0,0
"525",2016-05-06,"NO CA",2016-04-05,31,0.106796116504854,0.0776699029126214,0.262135922330097
"526",2016-05-06,"NO CA",2016-04-04,32,0.0186915887850467,0.0186915887850467,0.0560747663551401
"527",2016-05-09,"NO CA",2016-04-07,32,0.0396039603960396,0.108910891089109,0.257425742574258
"528",2016-05-09,"NO CA",2016-04-08,31,0.0505050505050505,0.0303030303030303,0.111111111111111
"529",2016-05-09,"NO CA",2016-04-08,31,0.073394495412844,0.036697247706422,0.146788990825688
"530",2016-05-09,"NO CA",2016-04-09,30,0.00980392156862745,0.00980392156862745,0.0294117647058824
"531",2016-05-09,"NO CA",2016-04-09,30,0.0408163265306122,0.0102040816326531,0.0612244897959184
"532",2016-05-09,"NO CA",2016-04-09,30,0.0188679245283019,0.00943396226415094,0.0377358490566038
"533",2016-05-09,"CA",2016-04-09,30,0,0,0
"534",2016-05-09,"NO CA",2016-04-11,28,0.0303030303030303,0,0.0303030303030303
"535",2016-05-09,"NO CA",2016-04-09,30,0.0373831775700935,0,0.0373831775700935
"536",2016-05-09,"NO CA",2016-04-09,30,0.0681818181818182,0,0.0681818181818182
"537",2016-05-09,"NO CA",2016-04-12,27,0,0,0
"538",2016-05-09,"NO CA",2016-04-11,28,0.0196078431372549,0.00980392156862745,0.0392156862745098
"539",2016-05-09,"NO CA",2016-04-12,27,0,0,0
"540",2016-05-09,"NO CA",2016-04-01,38,0,0,0
"541",2016-05-09,"NO CA",2016-04-12,27,0,0,0
"542",2016-05-09,"NO CA",2016-04-13,26,0.0918367346938776,0,0.0918367346938776
"543",2016-05-09,"NO CA",2016-04-09,30,0.016,0.08,0.176
"544",2016-05-09,"CA",2016-04-08,31,0,0,0
"545",2016-05-09,"CA",2016-04-08,31,0.072,0.024,0.12
"546",2016-05-09,"CA",2016-04-11,28,0.00847457627118644,0,0.00847457627118644
"547",2016-05-09,"CA",2016-04-12,27,0,0,0
"548",2016-05-11,"NO CA",2016-04-12,29,0.0495049504950495,0,0.0495049504950495
"549",2016-05-11,"NO CA",2016-04-12,29,0.0206185567010309,0,0.0206185567010309
"550",2016-05-11,"NO CA",2016-04-12,29,0.118811881188119,0.0297029702970297,0.178217821782178
"551",2016-05-11,"NO CA",2016-04-11,30,0.0288461538461538,0.0673076923076923,0.163461538461538
"552",2016-05-11,"NO CA",2016-04-11,30,0,0,0
"553",2016-05-11,"NO CA",2016-04-11,30,0.0594059405940594,0.0396039603960396,0.138613861386139
"554",2016-05-11,"NO CA",2016-04-12,29,0,0,0
"555",2016-05-11,"CA",2016-04-15,26,0.00421940928270042,0.00421940928270042,0.0126582278481013
"556",2016-05-11,"CA",2016-04-16,25,0.0521739130434783,0.00869565217391304,0.0695652173913044
"557",2016-05-11,"NO CA",2016-04-13,28,0,0,0
"558",2016-05-11,"NO CA",2016-04-14,27,0.0377358490566038,0.0377358490566038,0.113207547169811
"559",2016-05-11,"NO CA",2016-04-15,26,0.0344827586206897,0.0948275862068965,0.224137931034483
"560",2016-05-11,"NO CA",2016-04-13,28,0.032258064516129,0,0.032258064516129
"561",2016-05-11,"NO CA",2016-04-14,27,0.06,0,0.06
"562",2016-05-11,"NO CA",2016-04-13,28,0.0099009900990099,0.0099009900990099,0.0297029702970297
"563",2016-05-11,"NO CA",2016-04-14,27,0,0,0
"564",2016-05-16,"CA",2016-04-16,30,0.027027027027027,0,0.027027027027027
"565",2016-05-16,"CA",2016-04-19,27,0,0,0
"566",2016-05-17,"NO CA",2016-04-16,31,0.0280373831775701,0,0.0280373831775701
"567",2016-05-17,"NO CA",2016-04-16,31,0,0,0
"568",2016-05-17,"NO CA",2016-04-19,28,0.0099009900990099,0,0.0099009900990099
"569",2016-05-17,"NO CA",2016-04-19,28,0,0,0
"570",2016-05-17,"NO CA",2016-04-20,27,0.02,0.01,0.04
"571",2016-05-17,"NO CA",2016-04-16,31,0.0103092783505155,0,0.0103092783505155
"572",2016-05-17,"NO CA",2016-04-20,27,0.0588235294117647,0.0490196078431373,0.156862745098039
"573",2016-05-17,"NO CA",2016-04-21,26,0,0,0
"574",2016-05-17,"CA",2016-04-15,32,0.032520325203252,0.024390243902439,0.08130081300813
"575",2016-05-17,"NO CA",2016-04-16,31,0.0588235294117647,0,0.0588235294117647
"576",2016-05-17,"NO CA",2016-04-15,32,0,0.0212765957446809,0.0425531914893618
"577",2016-05-17,"NO CA",2016-04-15,32,0.00980392156862745,0,0.00980392156862745
"578",2016-05-17,"NO CA",2016-04-15,32,0,0.0196078431372549,0.0392156862745098
"579",2016-05-17,"NO CA",2016-04-15,32,0.0392156862745098,0.0196078431372549,0.0784313725490196
"580",2016-05-17,"NO CA",2016-04-15,32,0,0,0
"581",2016-05-17,"NO CA",2016-04-19,28,0.148514851485149,0.415841584158416,0.980198019801981
"582",2016-05-17,"CA",2016-04-17,30,0.00869565217391304,0.0173913043478261,0.0434782608695652
"583",2016-05-18,"NO CA",2016-04-21,27,0,0,0
"584",2016-05-18,"NO CA",2016-04-22,26,0,0,0
"585",2016-05-18,"NO CA",2016-04-20,28,0.00925925925925926,0.0555555555555556,0.12037037037037
"586",2016-05-18,"NO CA",2016-04-22,26,0.00934579439252336,0.0280373831775701,0.0654205607476636
"587",2016-05-18,"NO CA",2016-04-18,30,0.0185185185185185,0,0.0185185185185185
"588",2016-05-18,"NO CA",2016-04-15,33,0.01,0.08,0.17
"589",2016-05-18,"NO CA",2016-04-17,31,0,0.00980392156862745,0.0196078431372549
"590",2016-05-18,"NO CA",2016-04-16,32,0.02,0.01,0.04
"591",2016-05-18,"NO CA",2016-04-17,31,0.00970873786407767,0,0.00970873786407767
"592",2016-05-18,"NO CA",2016-04-19,29,0,0,0
"593",2016-05-18,"CA",2016-04-22,26,0.00819672131147541,0,0.00819672131147541
"594",2016-05-23,"NO CA",2016-04-24,29,0,0,0
"595",2016-05-23,"NO CA",2016-04-26,27,0.0099009900990099,0,0.0099009900990099
"596",2016-05-23,"NO CA",2016-04-26,27,0,0,0
"597",2016-05-23,"CA",2016-04-26,27,0,0,0
"598",2016-05-23,"CA",2016-04-27,26,0,0.00819672131147541,0.0163934426229508
"599",2016-05-23,"NO CA",2016-04-24,29,0.03,0.03,0.09
"600",2016-05-23,"CA",2016-04-24,29,0.00813008130081301,0.00813008130081301,0.024390243902439
"601",2016-05-23,"NO CA",2016-04-26,27,0,0,0
"602",2016-05-23,"NO CA",2016-04-26,27,0,0,0
"603",2016-05-23,"NO CA",2016-04-27,26,0.0186915887850467,0,0.0186915887850467
"604",2016-05-23,"NO CA",2016-04-28,25,0,0,0
"605",2016-05-23,"NO CA",2016-04-29,24,0,0,0
"606",2016-05-23,"CA",2016-04-23,30,0.016260162601626,0.016260162601626,0.048780487804878
"607",2016-05-23,"NO CA",2016-04-25,28,0,0,0
"608",2016-05-25,"NO CA",2016-04-27,28,0.125,0.0625,0.25
"609",2016-05-25,"CA",2016-04-27,28,0.0603448275862069,0.0775862068965517,0.21551724137931
"610",2016-05-25,"NO CA",2016-04-25,30,0.00970873786407767,0.0194174757281553,0.0485436893203883
"611",2016-05-25,"NO CA",2016-04-25,30,0.0196078431372549,0,0.0196078431372549
"612",2016-05-25,"NO CA",2016-04-25,30,0.0210526315789474,0,0.0210526315789474
"613",2016-05-25,"NO CA",2016-04-28,27,0.0196078431372549,0,0.0196078431372549
"614",2016-05-25,"NO CA",2016-04-27,28,0.0208333333333333,0.0208333333333333,0.0624999999999999
"615",2016-05-25,"NO CA",2016-04-28,27,0.0882352941176471,0.00980392156862745,0.107843137254902
"616",2016-05-25,"NO CA",2016-04-29,26,0.0303030303030303,0.0202020202020202,0.0707070707070707
"617",2016-05-25,"NO CA",2016-04-27,28,0,0,0
"618",2016-05-25,"NO CA",2016-04-27,28,0,0,0
"619",2016-05-25,"NO CA",2016-04-30,25,0,0,0
"620",2016-05-30,"NO CA",2016-05-03,27,0.0882352941176471,0.0392156862745098,0.166666666666667
"621",2016-05-30,"NO CA",2016-04-30,30,0.0188679245283019,0,0.0188679245283019
"622",2016-05-30,"NO CA",2016-04-30,30,0,0.0583333333333333,0.116666666666667
"623",2016-05-30,"NO CA",2016-04-30,30,0,0,0
"624",2016-05-30,"NO CA",2016-04-30,30,0,0,0
"625",2016-05-30,"NO CA",2016-05-02,28,0,0.0105263157894737,0.0210526315789474
"626",2016-05-30,"NO CA",2016-05-03,27,0.00943396226415094,0,0.00943396226415094
"627",2016-05-30,"NO CA",2016-05-02,28,0.0164473684210526,0,0.0164473684210526
"628",2016-05-30,"NO CA",2016-05-02,28,0.0341880341880342,0,0.0341880341880342
"629",2016-05-30,"NO CA",2016-05-04,26,0.0101010101010101,0,0.0101010101010101
"630",2016-05-30,"NO CA",2016-05-04,26,0,0,0
"631",2016-05-30,"CA",2016-05-03,27,0.040983606557377,0.00819672131147541,0.0573770491803278
"632",2016-05-30,"CA",2016-05-04,26,0.032520325203252,0,0.032520325203252
"633",2016-05-30,"NO CA",2016-05-04,26,0.0294117647058824,0.0196078431372549,0.0686274509803922
"634",2016-05-30,"NO CA",2016-05-04,26,0.04,0,0.04
"635",2016-05-30,"NO CA",2016-05-05,25,0,0.00980392156862745,0.0196078431372549
"636",2016-05-30,"CA",2016-05-02,28,0.0526315789473684,0.0087719298245614,0.0701754385964912
"637",2016-05-30,"CA",2016-05-02,28,0.00869565217391304,0.00869565217391304,0.0260869565217391
"638",2016-06-01,"NO CA",2016-05-06,26,0.0530973451327434,0.0176991150442478,0.088495575221239
"639",2016-06-01,"CA",2016-05-07,25,0.0350877192982456,0,0.0350877192982456
"640",2016-06-01,"CA",2016-05-07,25,0.00847457627118644,0,0.00847457627118644
"641",2016-06-01,"NO CA",2016-05-04,28,0.135135135135135,0.207207207207207,0.549549549549549
"642",2016-06-01,"NO CA",2016-05-05,27,0.0348837209302326,0.0116279069767442,0.058139534883721
"643",2016-06-01,"NO CA",2016-05-06,26,0.0636363636363636,0.0272727272727273,0.118181818181818
"644",2016-06-01,"NO CA",2016-05-02,30,0.0476190476190476,0,0.0476190476190476
"645",2016-06-01,"NO CA",2016-05-03,29,0.108910891089109,0.099009900990099,0.306930693069307
"646",2016-06-01,"NO CA",2016-05-03,29,0.0288461538461538,0.0288461538461538,0.0865384615384614
"647",2016-06-01,"NO CA",2016-05-03,29,0,0,0
"648",2016-06-01,"NO CA",2016-05-05,27,0,0,0
"649",2016-06-01,"NO CA",2016-05-07,25,0.0566037735849057,0,0.0566037735849057
"650",2016-06-01,"NO CA",2016-05-05,27,0,0,0
"651",2016-06-06,"NO CA",2016-05-09,28,0,0,0
"652",2016-06-06,"NO CA",2016-05-09,28,0,0.0280373831775701,0.0560747663551402
"653",2016-06-06,"NO CA",2016-05-10,27,0.0510204081632653,0,0.0510204081632653
"654",2016-06-06,"NO CA",2016-05-10,27,0,0,0
"655",2016-06-06,"NO CA",2016-05-11,26,0.0099009900990099,0,0.0099009900990099
"656",2016-06-06,"NO CA",2016-05-11,26,0.0490196078431373,0.0196078431372549,0.0882352941176471
"657",2016-06-06,"CA",2016-05-11,26,0,0,0
"658",2016-06-06,"CA",2016-05-12,25,0,0,0
"659",2016-06-06,"NO CA",2016-05-11,26,0,0.0178571428571429,0.0357142857142858
"660",2016-06-06,"NO CA",2016-05-11,26,0.0185185185185185,0.0185185185185185,0.0555555555555555
"661",2016-06-06,"NO CA",2016-05-12,25,0.0192307692307692,0,0.0192307692307692
"662",2016-06-06,"NO CA",2016-05-09,28,0,0,0
"663",2016-06-06,"NO CA",2016-05-10,27,0.0315789473684211,0,0.0315789473684211
"664",2016-06-07,"NO CA",2016-05-10,28,0.0404040404040404,0,0.0404040404040404
"665",2016-06-07,"CA",2016-05-09,29,0.0169491525423729,0,0.0169491525423729
"666",2016-06-07,"CA",2016-05-10,28,0.0166666666666667,0,0.0166666666666667
"667",2016-06-08,"NO CA",2016-05-12,27,0.0188679245283019,0,0.0188679245283019
"668",2016-06-08,"NO CA",2016-05-12,27,0,0,0
"669",2016-06-08,"NO CA",2016-05-13,26,0.0198019801980198,0.0099009900990099,0.0396039603960396
"670",2016-06-08,"NO CA",2016-05-13,26,0.0294117647058824,0.0196078431372549,0.0686274509803922
"671",2016-06-08,"NO CA",2016-05-12,27,0.03,0.06,0.15
"672",2016-06-08,"NO CA",2016-05-12,27,0,0,0
"673",2016-06-08,"CA",2016-05-15,24,0.00819672131147541,0,0.00819672131147541
"674",2016-06-08,"NO CA",2016-05-12,27,0.0294117647058824,0.0294117647058824,0.0882352941176472
"675",2016-06-08,"NO CA",2016-05-11,28,0.058252427184466,0.058252427184466,0.174757281553398
"676",2016-06-08,"NO CA",2016-05-12,27,0.00970873786407767,0,0.00970873786407767
"677",2016-06-08,"NO CA",2016-05-13,26,0.00854700854700855,0,0.00854700854700855
"678",2016-06-08,"NO CA",2016-05-13,26,0.01,0.01,0.03
"679",2016-06-08,"NO CA",2016-05-14,25,0,0,0
"680",2016-06-10,"NO CA",2016-05-20,21,0,0,0
"681",2016-06-10,"NO CA",2016-05-18,23,0,0,0
"682",2016-06-10,"NO CA",2016-05-20,21,0,0,0
"683",2016-06-13,"NO CA",2016-05-17,27,0,0,0
"684",2016-06-13,"NO CA",2016-05-17,27,0,0,0
"685",2016-06-13,"NO CA",2016-05-15,29,0,0,0
"686",2016-06-13,"NO CA",2016-05-16,28,0.00909090909090909,0,0.00909090909090909
"687",2016-06-13,"CA",2016-05-18,26,0.00819672131147541,0,0.00819672131147541
"688",2016-06-13,"CA",2016-05-19,25,0,0.00680272108843537,0.0136054421768707
"689",2016-06-13,"NO CA",2016-05-18,26,0.0202020202020202,0.0202020202020202,0.0606060606060606
"690",2016-06-13,"NO CA",2016-05-18,26,0,0,0
"691",2016-06-13,"NO CA",2016-05-16,28,0,0,0
"692",2016-06-13,"NO CA",2016-05-18,26,0,0.00934579439252336,0.0186915887850467
"693",2016-06-15,"NO CA",2016-05-19,27,0.00980392156862745,0,0.00980392156862745
"694",2016-06-15,"NO CA",2016-05-20,26,0,0.00970873786407767,0.0194174757281553
"695",2016-06-15,"NO CA",2016-05-19,27,0.00970873786407767,0.00970873786407767,0.029126213592233
"696",2016-06-15,"NO CA",2016-05-20,26,0,0,0
"697",2016-06-15,"NO CA",2016-05-21,25,0.0206185567010309,0.0103092783505155,0.0412371134020619
"698",2016-06-15,"CA",2016-05-19,27,0,0.0247933884297521,0.0495867768595042
"699",2016-06-15,"NO CA",2016-05-20,26,0.00980392156862745,0.00980392156862745,0.0294117647058824
"700",2016-06-15,"CA",2016-05-20,26,0.0218978102189781,0.0145985401459854,0.0510948905109489
"701",2016-06-16,"NO CA",2016-05-20,27,0.00892857142857143,0.0178571428571429,0.0446428571428572
"702",2016-06-20,"NO CA",2016-05-23,28,0,0.00961538461538462,0.0192307692307692
"703",2016-06-20,"NO CA",2016-05-24,27,0,0,0
"704",2016-06-20,"NO CA",2016-05-25,26,0,0,0
"705",2016-06-20,"NO CA",2016-05-26,25,0,0,0
"706",2016-06-20,"NO CA",2016-05-26,25,0,0,0
"707",2016-06-20,"NO CA",2016-05-23,28,0,0.00961538461538462,0.0192307692307692
"708",2016-06-20,"NO CA",2016-05-24,27,0,0,0
"709",2016-06-20,"NO CA",2016-05-22,29,0,0.00862068965517241,0.0172413793103448
"710",2016-06-20,"NO CA",2016-05-23,28,0,0.00854700854700855,0.0170940170940171
"711",2016-06-20,"NO CA",2016-05-24,27,0.00884955752212389,0.00884955752212389,0.0265486725663717
"712",2016-06-20,"NO CA",2016-05-25,26,0,0,0
"713",2016-06-20,"NO CA",2016-05-25,26,0.00925925925925926,0,0.00925925925925926
"714",2016-06-20,"CA",2016-05-25,26,0,0,0
"715",2016-06-20,"CA",2016-05-25,26,0,0,0
"716",2016-06-22,"NO CA",2016-05-27,26,0,0,0
"717",2016-06-22,"NO CA",2016-05-25,28,0,0.00970873786407767,0.0194174757281553
"718",2016-06-22,"NO CA",2016-05-26,27,0.01,0,0.01
"719",2016-06-22,"NO CA",2016-05-27,26,0.0196078431372549,0.00980392156862745,0.0392156862745098
"720",2016-06-22,"NO CA",2016-05-27,26,0,0,0
"721",2016-06-22,"NO CA",2016-05-27,26,0,0.00952380952380952,0.019047619047619
"722",2016-06-22,"NO CA",2016-05-28,25,0,0,0
"723",2016-06-22,"NO CA",2016-05-26,27,0,0,0
"724",2016-06-22,"NO CA",2016-05-27,26,0,0,0
"725",2016-06-22,"CA",2016-05-27,26,0,0,0
"726",2016-06-22,"CA",2016-05-28,25,0,0,0
"727",2016-06-22,"CA",2016-05-25,28,0.00806451612903226,0.0161290322580645,0.0403225806451613
"728",2016-06-24,"NO CA",2016-05-31,24,0.00980392156862745,0,0.00980392156862745
"729",2016-06-27,"CA",2016-05-30,28,0.0078740157480315,0,0.0078740157480315
"730",2016-06-27,"CA",2016-05-31,27,0,0,0
"731",2016-06-27,"NO CA",2016-05-29,29,0,0,0
"732",2016-06-27,"NO CA",2016-06-01,26,0,0.0104166666666667,0.0208333333333334
"733",2016-06-27,"NO CA",2016-05-17,41,0,0,0
"734",2016-06-27,"NO CA",2016-06-01,26,0,0,0
"735",2016-06-27,"NO CA",2016-05-30,28,0.0103092783505155,0,0.0103092783505155
"736",2016-06-27,"NO CA",2016-05-29,29,0.019047619047619,0,0.019047619047619
